SEQN,sex,age_year,race,education,marital_status,income_pov_rat
123130.0,M,72.0,Non-Hispanic White,Less than 9th grade,Married/Living with Partner,1.63
123131.0,M,13.0,Non-Hispanic White,,,3.48
123132.0,M,17.0,Non-Hispanic Asian,,,1.94
123134.0,F,11.0,Other Hispanic,,,1.64
123135.0,F,69.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.6
123138.0,F,61.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123139.0,F,55.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,1.7
123142.0,F,67.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,1.06
123144.0,M,9.0,Mexican American,,,
123145.0,F,16.0,Non-Hispanic White,,,4.27
123146.0,F,63.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,
123147.0,M,12.0,Other Race - Including Multi-Racial,,,5.0
123148.0,F,5.0,Mexican American,,,2.23
123149.0,M,50.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123150.0,F,20.0,Non-Hispanic Asian,Some college or AA degree,Never married,0.88
123152.0,F,3.0,Other Race - Including Multi-Racial,,,3.88
123153.0,M,42.0,Mexican American,Less than 9th grade,Married/Living with Partner,0.25
123154.0,F,5.0,Non-Hispanic Black,,,1.3
123155.0,M,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.43
123156.0,M,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.65
123158.0,M,12.0,Mexican American,,,5.0
123159.0,M,31.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,1.69
123161.0,M,5.0,Non-Hispanic Black,,,0.11
123162.0,M,69.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.14
123163.0,F,67.0,Mexican American,College graduate or above,Widowed/Divorced/Separated,3.88
123167.0,M,25.0,Non-Hispanic Black,Some college or AA degree,Never married,3.23
123168.0,F,5.0,Non-Hispanic Asian,,,4.17
123169.0,M,36.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,
123172.0,M,55.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.55
123173.0,M,60.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.76
123174.0,M,18.0,Non-Hispanic White,,,2.01
123175.0,M,46.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123177.0,F,2.0,Non-Hispanic White,,,5.0
123178.0,M,9.0,Non-Hispanic Black,,,2.02
123179.0,M,45.0,Non-Hispanic Black,College graduate or above,Never married,5.0
123181.0,M,8.0,Non-Hispanic Black,,,3.34
123182.0,M,18.0,Non-Hispanic Asian,,,5.0
123183.0,M,54.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,1.92
123185.0,M,53.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,5.0
123186.0,F,28.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,0.85
123188.0,M,14.0,Other Race - Including Multi-Racial,,,1.5
123189.0,F,17.0,Non-Hispanic Black,,,3.79
123190.0,F,60.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,2.18
123193.0,F,63.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,0.99
123194.0,M,4.0,Non-Hispanic Asian,,,4.81
123196.0,F,65.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,5.0
123197.0,M,68.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,4.06
123198.0,M,48.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123199.0,M,54.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.13
123200.0,F,10.0,Non-Hispanic Asian,,,4.47
123201.0,F,5.0,Mexican American,,,
123203.0,F,57.0,Mexican American,Some college or AA degree,Married/Living with Partner,3.85
123204.0,M,37.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,2.39
123206.0,F,9.0,Non-Hispanic Black,,,0.58
123207.0,F,15.0,Non-Hispanic Asian,,,5.0
123209.0,F,2.0,Non-Hispanic White,,,0.91
123210.0,M,35.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123212.0,M,71.0,Non-Hispanic White,Some college or AA degree,Never married,1.73
123213.0,F,13.0,Non-Hispanic Black,,,1.16
123214.0,F,39.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.78
123216.0,M,47.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.47
123217.0,F,18.0,Non-Hispanic Black,,,0.92
123218.0,F,6.0,Non-Hispanic Black,,,0.09
123219.0,M,17.0,Other Hispanic,,,1.01
123220.0,M,31.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,
123221.0,M,78.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
123222.0,F,33.0,Non-Hispanic Black,Some college or AA degree,Never married,2.4
123223.0,F,52.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,
123224.0,F,40.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
123225.0,M,5.0,Non-Hispanic Black,,,5.397605346934028e-79
123226.0,M,33.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,1.99
123227.0,M,26.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.55
123228.0,M,11.0,Non-Hispanic White,,,
123229.0,M,11.0,Non-Hispanic White,,,2.15
123230.0,M,4.0,Other Race - Including Multi-Racial,,,0.89
123231.0,M,67.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
123232.0,F,80.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123233.0,F,54.0,Non-Hispanic Asian,Less than 9th grade,Married/Living with Partner,5.0
123234.0,M,30.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.86
123235.0,F,73.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Married/Living with Partner,2.19
123237.0,F,40.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123239.0,M,27.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,0.78
123240.0,F,49.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,0.77
123242.0,F,5.0,Non-Hispanic White,,,5.0
123243.0,M,44.0,Other Race - Including Multi-Racial,College graduate or above,Married/Living with Partner,5.0
123244.0,M,26.0,Non-Hispanic Asian,College graduate or above,Never married,1.65
123245.0,F,72.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123246.0,F,8.0,Non-Hispanic Black,,,0.6
123247.0,F,67.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
123248.0,M,47.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123249.0,F,51.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.49
123250.0,M,13.0,Other Hispanic,,,
123251.0,M,24.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,4.97
123252.0,F,37.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,1.25
123253.0,M,37.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,1.32
123254.0,M,53.0,Mexican American,Less than 9th grade,Married/Living with Partner,
123256.0,F,13.0,Non-Hispanic White,,,
123257.0,F,38.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,3.14
123258.0,F,77.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,5.0
123259.0,F,9.0,Other Hispanic,,,0.85
123260.0,F,39.0,Mexican American,Some college or AA degree,Never married,0.4
123261.0,F,50.0,Non-Hispanic Black,Some college or AA degree,Never married,
123262.0,M,10.0,Non-Hispanic Black,,,
123263.0,M,53.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,4.0
123264.0,F,56.0,Other Hispanic,9-11th grade,Married/Living with Partner,
123265.0,F,22.0,Non-Hispanic Black,College graduate or above,Never married,0.4
123266.0,M,36.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,
123267.0,M,46.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,3.88
123268.0,F,63.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
123269.0,M,22.0,Other Hispanic,Some college or AA degree,Never married,0.41
123271.0,M,63.0,Mexican American,Less than 9th grade,Married/Living with Partner,2.59
123272.0,F,11.0,Non-Hispanic White,,,1.42
123273.0,F,20.0,Non-Hispanic Black,Some college or AA degree,Never married,1.14
123274.0,M,32.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,2.1
123275.0,M,30.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.44
123277.0,M,54.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,0.87
123278.0,M,59.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123279.0,M,62.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.06
123280.0,M,71.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.4
123281.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,5.0
123282.0,F,78.0,Other Hispanic,Less than 9th grade,Widowed/Divorced/Separated,1.29
123284.0,F,58.0,Non-Hispanic White,Some college or AA degree,Never married,5.0
123286.0,F,18.0,Non-Hispanic Black,,,
123287.0,M,27.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.42
123289.0,M,8.0,Non-Hispanic Black,,,3.47
123290.0,F,65.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,2.41
123291.0,F,48.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,0.53
123292.0,M,19.0,Other Hispanic,,,
123295.0,F,31.0,Non-Hispanic White,College graduate or above,Never married,4.8
123296.0,M,79.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,5.0
123298.0,M,68.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,0.58
123299.0,F,41.0,Non-Hispanic Black,9-11th grade,Never married,0.1
123300.0,M,3.0,Non-Hispanic Black,,,0.29
123301.0,M,23.0,Non-Hispanic White,College graduate or above,Never married,
123302.0,M,69.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,1.54
123303.0,F,3.0,Non-Hispanic Black,,,1.63
123306.0,M,33.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,2.08
123307.0,F,14.0,Other Race - Including Multi-Racial,,,5.0
123308.0,M,12.0,Non-Hispanic White,,,2.28
123310.0,F,52.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,1.09
123312.0,F,8.0,Non-Hispanic Black,,,0.49
123314.0,M,59.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.75
123315.0,F,69.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.79
123316.0,F,38.0,Non-Hispanic White,Some college or AA degree,Never married,1.27
123317.0,F,69.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,
123318.0,F,53.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,0.99
123319.0,M,30.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.13
123322.0,F,39.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.89
123323.0,M,64.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.85
123324.0,M,65.0,Mexican American,College graduate or above,Married/Living with Partner,1.6
123325.0,M,32.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,3.88
123326.0,M,22.0,Other Hispanic,High school graduate/GED or equivalent,Never married,3.2
123327.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.49
123328.0,M,19.0,Mexican American,,,3.88
123329.0,F,46.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,2.45
123330.0,M,38.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
123331.0,F,4.0,Non-Hispanic White,,,2.59
123332.0,F,61.0,Other Hispanic,Less than 9th grade,Never married,
123333.0,M,10.0,Non-Hispanic Black,,,
123336.0,F,52.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,1.52
123338.0,F,37.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,2.6
123339.0,M,13.0,Non-Hispanic Black,,,2.52
123342.0,F,35.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,1.11
123343.0,M,23.0,Non-Hispanic White,Some college or AA degree,Never married,0.71
123344.0,F,11.0,Other Hispanic,,,5.0
123346.0,M,70.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.79
123347.0,M,66.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,2.89
123349.0,F,38.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.54
123351.0,M,16.0,Non-Hispanic White,,,2.17
123353.0,M,44.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.52
123354.0,F,34.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
123355.0,M,32.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.33
123356.0,M,80.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.29
123359.0,M,33.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
123360.0,F,71.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,4.62
123361.0,M,39.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123362.0,M,57.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.25
123363.0,F,34.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,
123364.0,F,42.0,Mexican American,Some college or AA degree,Married/Living with Partner,
123366.0,M,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
123367.0,M,80.0,Non-Hispanic White,Less than 9th grade,Married/Living with Partner,1.91
123370.0,F,7.0,Non-Hispanic Black,,,3.82
123372.0,M,40.0,Mexican American,Some college or AA degree,Married/Living with Partner,1.91
123373.0,F,42.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,1.72
123374.0,M,35.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.92
123375.0,F,76.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,0.1
123378.0,M,37.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
123379.0,F,9.0,Non-Hispanic Black,,,3.41
123380.0,F,48.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,4.08
123382.0,F,19.0,Other Race - Including Multi-Racial,,,5.0
123383.0,M,12.0,Non-Hispanic Black,,,1.59
123385.0,M,21.0,Non-Hispanic Black,Some college or AA degree,Never married,2.13
123386.0,F,25.0,Non-Hispanic Black,College graduate or above,Never married,5.0
123388.0,F,63.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.66
123389.0,F,22.0,Non-Hispanic Asian,College graduate or above,Never married,
123391.0,F,40.0,Other Hispanic,College graduate or above,Married/Living with Partner,5.0
123395.0,M,5.0,Non-Hispanic White,,,1.67
123397.0,M,12.0,Non-Hispanic White,,,1.28
123398.0,M,5.0,Non-Hispanic Black,,,0.21
123399.0,M,69.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123400.0,F,71.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,
123401.0,M,46.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.39
123402.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123403.0,F,47.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,5.0
123404.0,F,5.0,Non-Hispanic Black,,,1.38
123405.0,M,57.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,3.98
123407.0,M,20.0,Other Hispanic,High school graduate/GED or equivalent,Never married,0.17
123408.0,F,67.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.72
123409.0,M,29.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.71
123410.0,F,3.0,Non-Hispanic White,,,5.0
123412.0,M,52.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,3.34
123413.0,F,37.0,Non-Hispanic Asian,Less than 9th grade,Never married,0.83
123415.0,M,20.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,1.12
123416.0,M,61.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,0.92
123417.0,M,4.0,Non-Hispanic White,,,0.58
123420.0,F,2.0,Non-Hispanic Black,,,0.45
123421.0,M,19.0,Non-Hispanic White,,,0.95
123422.0,F,17.0,Non-Hispanic White,,,5.0
123423.0,F,36.0,Non-Hispanic Asian,Less than 9th grade,Married/Living with Partner,1.17
123426.0,F,26.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,
123427.0,M,20.0,Other Hispanic,9-11th grade,Never married,
123428.0,F,7.0,Non-Hispanic Black,,,0.69
123429.0,F,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,4.32
123430.0,F,13.0,Non-Hispanic Asian,,,
123431.0,F,24.0,Non-Hispanic Asian,College graduate or above,Never married,5.0
123432.0,M,71.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123433.0,F,31.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.32
123434.0,F,53.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.7
123436.0,F,48.0,Non-Hispanic Black,Some college or AA degree,Never married,1.2
123438.0,F,22.0,Non-Hispanic White,Some college or AA degree,Never married,5.0
123439.0,F,61.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,0.85
123440.0,F,39.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Married/Living with Partner,2.18
123441.0,M,60.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,
123442.0,M,10.0,Other Hispanic,,,2.43
123443.0,F,15.0,Non-Hispanic White,,,4.1
123445.0,M,55.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,1.17
123446.0,F,37.0,Mexican American,Some college or AA degree,Married/Living with Partner,2.46
123447.0,F,28.0,Mexican American,College graduate or above,Married/Living with Partner,4.34
123449.0,F,13.0,Non-Hispanic Black,,,1.18
123452.0,M,77.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,
123454.0,M,53.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,1.85
123455.0,F,9.0,Non-Hispanic White,,,0.85
123456.0,M,7.0,Mexican American,,,4.51
123458.0,M,19.0,Non-Hispanic White,,,0.41
123459.0,F,9.0,Other Race - Including Multi-Racial,,,0.19
123460.0,F,41.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.24
123461.0,M,80.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
123462.0,F,2.0,Non-Hispanic Black,,,5.397605346934028e-79
123464.0,M,79.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.94
123465.0,F,18.0,Non-Hispanic Black,,,0.35
123466.0,M,48.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,4.4
123467.0,M,66.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.54
123468.0,M,55.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.06
123469.0,M,3.0,Other Race - Including Multi-Racial,,,5.0
123470.0,F,2.0,Non-Hispanic White,,,4.07
123471.0,M,10.0,Non-Hispanic Black,,,
123472.0,M,39.0,Other Race - Including Multi-Racial,9-11th grade,Never married,5.0
123473.0,F,7.0,Non-Hispanic White,,,5.0
123474.0,M,40.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,2.03
123475.0,F,26.0,Non-Hispanic Black,Some college or AA degree,Never married,2.33
123476.0,M,20.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.81
123478.0,F,38.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.35
123479.0,M,46.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123480.0,F,15.0,Non-Hispanic Black,,,1.22
123481.0,M,17.0,Non-Hispanic Asian,,,0.97
123482.0,F,10.0,Non-Hispanic White,,,2.13
123483.0,F,5.0,Non-Hispanic Asian,,,1.36
123484.0,F,60.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.76
123486.0,F,12.0,Non-Hispanic Black,,,
123488.0,M,66.0,Mexican American,Some college or AA degree,Married/Living with Partner,2.96
123489.0,M,80.0,Non-Hispanic Asian,College graduate or above,Widowed/Divorced/Separated,0.83
123490.0,M,80.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,1.36
123491.0,M,11.0,Non-Hispanic White,,,3.11
123492.0,M,69.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
123493.0,F,32.0,Non-Hispanic Black,College graduate or above,Never married,2.11
123494.0,F,44.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,4.22
123495.0,M,19.0,Non-Hispanic White,,,0.33
123496.0,F,73.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.65
123498.0,M,27.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
123499.0,F,6.0,Non-Hispanic Black,,,0.26
123500.0,M,12.0,Non-Hispanic White,,,0.98
123501.0,M,6.0,Non-Hispanic White,,,5.0
123503.0,F,25.0,Non-Hispanic Asian,College graduate or above,Never married,3.82
123504.0,M,54.0,Other Hispanic,College graduate or above,Widowed/Divorced/Separated,3.88
123505.0,F,23.0,Non-Hispanic White,College graduate or above,Never married,5.0
123506.0,F,70.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,0.85
123507.0,F,28.0,Non-Hispanic Asian,College graduate or above,Never married,
123508.0,M,59.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,0.75
123509.0,F,48.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,4.86
123510.0,F,26.0,Non-Hispanic White,College graduate or above,Never married,1.72
123511.0,F,35.0,Non-Hispanic White,College graduate or above,Never married,4.44
123513.0,F,28.0,Non-Hispanic White,9-11th grade,Never married,0.31
123514.0,F,41.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,
123515.0,M,72.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.81
123516.0,F,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.58
123517.0,M,37.0,Other Race - Including Multi-Racial,9-11th grade,Widowed/Divorced/Separated,
123518.0,M,61.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,3.67
123519.0,F,44.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,3.49
123520.0,M,14.0,Other Hispanic,,,0.83
123523.0,M,50.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,
123525.0,M,32.0,Non-Hispanic White,College graduate or above,Never married,5.0
123526.0,F,75.0,Non-Hispanic Black,College graduate or above,Never married,5.0
123527.0,M,40.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123530.0,F,9.0,Non-Hispanic White,,,1.75
123531.0,F,68.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.45
123532.0,M,16.0,Other Hispanic,,,1.29
123533.0,M,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
123534.0,F,25.0,Other Race - Including Multi-Racial,College graduate or above,Never married,
123535.0,M,61.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.56
123536.0,M,65.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.08
123537.0,F,45.0,Non-Hispanic White,Some college or AA degree,Never married,2.43
123538.0,M,10.0,Mexican American,,,
123539.0,M,60.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123540.0,M,7.0,Non-Hispanic Black,,,0.03
123541.0,F,3.0,Non-Hispanic White,,,1.42
123542.0,M,62.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,0.76
123544.0,F,3.0,Non-Hispanic Black,,,0.9
123545.0,F,42.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,0.88
123546.0,F,32.0,Non-Hispanic Black,9-11th grade,Never married,1.18
123547.0,M,4.0,Non-Hispanic White,,,2.33
123548.0,M,30.0,Non-Hispanic Black,Some college or AA degree,Never married,
123549.0,M,52.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,3.4
123550.0,M,12.0,Mexican American,,,1.92
123551.0,F,21.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.54
123552.0,M,59.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123553.0,M,45.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.08
123555.0,M,14.0,Non-Hispanic White,,,5.0
123557.0,F,9.0,Non-Hispanic Asian,,,5.0
123559.0,F,12.0,Non-Hispanic Black,,,0.89
123560.0,M,64.0,Non-Hispanic Black,9-11th grade,Never married,1.08
123561.0,F,12.0,Mexican American,,,1.16
123562.0,F,43.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.95
123564.0,F,33.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123565.0,F,5.0,Non-Hispanic Black,,,0.66
123566.0,F,37.0,Mexican American,9-11th grade,Married/Living with Partner,0.87
123567.0,F,7.0,Non-Hispanic Black,,,0.94
123568.0,F,68.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,5.0
123569.0,M,72.0,Mexican American,Some college or AA degree,Married/Living with Partner,
123570.0,F,74.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,3.19
123571.0,M,54.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,5.0
123573.0,F,16.0,Other Race - Including Multi-Racial,,,3.15
123574.0,M,70.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
123575.0,F,4.0,Non-Hispanic Black,,,
123576.0,M,36.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.71
123577.0,M,55.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,
123578.0,M,68.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.44
123580.0,F,21.0,Other Hispanic,Some college or AA degree,Never married,5.0
123581.0,M,7.0,Mexican American,,,0.78
123582.0,F,65.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,1.32
123583.0,M,67.0,Other Race - Including Multi-Racial,,Widowed/Divorced/Separated,1.53
123584.0,M,67.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.62
123585.0,M,14.0,Non-Hispanic Asian,,,1.6
123587.0,F,43.0,Non-Hispanic White,Less than 9th grade,Never married,0.71
123588.0,M,8.0,Non-Hispanic Black,,,0.01
123589.0,M,13.0,Non-Hispanic White,,,5.0
123592.0,M,17.0,Other Hispanic,,,0.84
123593.0,F,77.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.16
123596.0,M,2.0,Non-Hispanic Black,,,0.27
123597.0,F,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123598.0,M,8.0,Mexican American,,,2.2
123599.0,M,17.0,Non-Hispanic White,,,3.56
123600.0,M,63.0,Other Hispanic,College graduate or above,Married/Living with Partner,1.5
123604.0,F,42.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.08
123605.0,F,10.0,Mexican American,,,4.45
